CVE-2020-9367||Zoho ManageEngine Desktop Central MSP build MSP build 10.0.486中的MPS代理容易受到DLL劫持的影响：dcinventory.exe和dcconfig.exe试图加载CSUNSAPI.dll而不提供完整路径。由于该DLL在安装中缺失，该问题变得更加严重，因此有可能劫持该DLL并随后注入代码，导致权限升级到NT AUTHORITY/SYSTEM。
CVE-2021-0431||在avrc_api.cc的avrc_msg_cback中，由于缺少边界检查，可能存在越界读取。这可能导致对配对设备的远程信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-8.1 Android-9 Android-10Android ID: A-174149901
CVE-2021-0432||在StatsPullerManager.cpp的ClearPullerCacheIfNecessary和ForceClearPullerCache中，由于存在竞赛条件，可能存在使用后自由。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-11Android ID: A-173552790
CVE-2021-0433||在DeviceChooserActivity.java的onCreate中，由于tapjacking/overlay攻击，有可能在配对蓝牙设备时绕过用户同意。这可能导致本地权限升级和配对恶意设备，而不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-8.1 Android-9 Android-10 Android-11Android ID: A-171221090
CVE-2021-0434||在BluetoothPermissionRequest.java的onReceive中，可能存在钓鱼式攻击，允许恶意蓝牙设备根据同意对话框中呈现给用户的不充分信息获取权限。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10 Android-11 Android-9Android ID: A-167403112
CVE-2021-0435||在avrc_api.cc的avrc_proc_vendor_command中，由于未初始化的数据，可能存在堆数据的泄漏。这可能导致远程信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-8.1 Android-9 Android-10Android ID: A-174150451
CVE-2021-0436||在CryptoPlugin.cpp的CryptoPlugin::decrypt中，由于整数溢出，可能存在越界读取。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-8.1 Android-9 Android-10 Android-11Android ID: A-176496160
CVE-2021-0437||在DrmPlugin.cpp的setPlayPolicy中，存在一个可能的双重自由。这可能导致特权进程中的本地特权升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-8.1 Android-9 Android-10Android ID: A-176168330
CVE-2021-0438||在InputDispatcher.cpp、WindowManagerService.java和相关文件的几个函数中，由于FLAG_OBSCURED值不正确，可能存在劫持攻击。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-8.1 Android-9 Android-10Android ID: A-152064592
CVE-2021-0439||在com_android_server_power_PowerManagerService.cpp的setPowerModeWithHandle中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11Android ID: A-174243830
CVE-2021-0441||在PermissionActivity.java的onCreate中，由于混乱的用户界面，可能存在权限绕过。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-11Android ID: A-174495520
CVE-2021-0442||在android_hardware_input_InputApplicationHandle.cpp的updateInfo中，由于free后使用，可能存在代码流的控制。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11Android ID: A-174768985
CVE-2021-0443|||在ScreenshotHelper.java的几个函数和相关文件中，由于存在竞赛条件，可能存在不正确的屏幕截图保存。这可能导致跨用户配置文件的本地信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-8.1 Android-9 Android-10 Android-11Android ID: A-170474245
CVE-2021-0444||在QuickContactActivity.java的onActivityResult中，存在一个不必要的返回意图。这可能导致联系人数据的本地信息泄露，而不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-11 Android-8.1 Android-9 Android-10Android ID: A-178825358
CVE-2021-0445||在WelcomeActivity.java的启动中，由于混淆的副手，可能存在一个残留的配置文件。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-11 Android-9Android ID: A-172322502
CVE-2021-0446||在ImportVCardActivity中，有一种可能的方式可以绕过用户同意，因为有一个tapjacking/overlay攻击。这可能导致本地权限升级，需要用户执行权限。利用时需要用户互动。产品。安卓版本。Android-11Android ID: A-172252122
CVE-2021-0449||在Titan M芯片固件中，由于未初始化的数据，可能存在堆栈内存的泄露。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117965
CVE-2021-0450||在Titan M芯片固件中，由于未初始化的数据，可能存在堆栈内存的泄露。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117880
CVE-2021-0451||在Titan M芯片固件中，由于未初始化的数据，可能存在堆栈内存的泄露。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117871
CVE-2021-0452||在Titan M芯片固件中，由于未初始化的数据，可能存在堆栈内存的泄露。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117261
CVE-2021-0453||在Titan-M芯片固件中，由于未初始化的数据，可能存在堆栈内存的泄露。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117199
CVE-2021-0454||在Citadel芯片固件中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175117047
CVE-2021-0455||在Citadel芯片固件中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175116439
CVE-2021-0456||在Citadel芯片固件中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-174769927
CVE-2021-0457||在FingerTipS触摸屏驱动程序中，由于堆缓冲区溢出，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-157155375
CVE-2021-0458||在FingerTipS触摸屏驱动程序中，由于整数溢出，可能存在越界读取。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-157156744
CVE-2021-0459||在fts_proc.c的fts_driver_test_write中，由于缺少边界检查，可能存在越界读取。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-157154534
CVE-2021-0460||在FingerTipS触摸屏驱动程序中，由于整数溢出，可能存在越界读取。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-156739245
CVE-2021-0461||在iaxxx-module.c的iaxxx_core_sensor_change_state中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-175124074
CVE-2021-0462||在恩智浦NFC固件中，由于存在逻辑错误，可能存在不安全的固件更新。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-168799695
CVE-2021-0463||在convert.cpp的convertToHidl中，由于ReturnFrameworkMessage的未初始化数据，可能存在越界读取。这可能导致本地信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-154867068
CVE-2021-0464||在platform.h的sound_trigger_event_alloc中，由于堆缓冲区溢出，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-167663878
CVE-2021-0465||在face.cc的GenerateFaceMask中，由于边界检查不正确，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-172005755
CVE-2021-0466||在ClientModeImpl.java的startIpClient中，存在一个可能的标识符，可用于跟踪设备。这可能导致远程信息泄露给近端攻击者，而不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-10Android ID: A-154114734
CVE-2021-0467||在Chromecast bootROM中，由于不正确的边界检查，可能存在越界写入。这可能会导致引导程序中的本地特权升级，有物理USB访问，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android SoCAndroid ID: A-174490700
CVE-2021-0468||在LK中，由于不安全的默认值，可能存在特权升级的问题。这可能导致对设备有物理访问权的攻击者的本地特权升级，而不需要额外的执行权限。利用时需要用户互动。产品。AndroidVersions:Android SoCAndroid ID: A-180427272
CVE-2021-0471||在CryptoPlugin.cpp的decrypt_1_2中，由于存在整数溢出，可能存在越界读取。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444786
CVE-2021-0472||在LockTaskController.java的shouldLockKeyguard中，由于权限绕过，有可能在没有PIN的情况下退出App Pinning。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-9 Android-10Android ID: A-176801033
CVE-2021-0473||在rw_t3t.cc的rw_t3t_process_error中，由于未初始化的数据，可能存在双自由。这可能导致通过NFC远程执行代码，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-9 Android-10 Android-11 Android-8.1Android ID: A-179687208
CVE-2021-0474||在avrc_api.cc的avrc_msg_cback中，由于堆缓冲区溢出，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-8.1 Android-9 Android-10Android ID: A-177611958
