CVE-2022-21932||Microsoft Dynamics 365 Customer Engagement跨站脚本漏洞。
CVE-2022-22786||版本5.10.0之前的Zoom Client for Meetings for Windows和版本5.10.0之前的Zoom Rooms for Conference Room for Windows，在更新过程中未能正确检查安装版本。这个问题可能被用于更复杂的攻击，欺骗用户将其Zoom客户端降级到一个不太安全的版本。
CVE-2022-22787||版本5.10.0之前的Zoom Client for Meetings（适用于Android、iOS、Linux、macOS和Windows）未能在服务器切换请求中正确验证主机名。这个问题可能被用于更复杂的攻击，在试图使用Zoom服务时，欺骗毫无戒心的用户客户端连接到恶意服务器。
CVE-2022-22788||当用户在未安装 Zoom 会议客户端的情况下尝试加入会议时，会从启动会议页面下载 Zoom Opener 安装程序。5.10.3版之前的Zoom Client for Meetings和5.10.3版之前的Zoom Rooms for Conference Room for Windows的Zoom Opener安装程序容易受到DLL注入攻击。该漏洞可被用于在受害者主机上运行任意代码。
CVE-2022-22789||Charactell - FormStorm Enterprise Account Takeover - 攻击者可以修改（添加、删除和更新）所有用户的密码文件。FormStorm文件夹中的xx_users.ini文件包含明文的用户名和一个混淆的密码。恶意用户可以通过替换该文件中的现有密码来接管一个账户。
CVE-2022-2279||在GitHub仓库bfabiszewski/libmobi 0.11之前的NULL指针解读。
CVE-2022-22790||SYNEL - eharmony Directory Traversal.目录遍历--是针对服务器或网络应用程序的攻击，旨在未经授权访问文件系统。在 "名称 "参数上，攻击者可以返回到根目录并打开主机文件。该路径暴露了用户上传的敏感文件
CVE-2022-22791||SYNEL - eharmony认证的盲目和存储的XSS。在 "评论 "字段中注入JS代码，可能导致潜在的窃取cookies、加载HTML标签和JS代码到系统中。
CVE-2022-22792||MobiSoft - MobiPlus User Take Over and Improper Handling of url Parameters 攻击者可以导航到特定的网址，这将暴露所有用户和密码的清晰文本。http://IP/MobiPlusWeb/Handlers/MainHandler.ashx?MethodName=GridData&amp;GridName=Users
CVE-2022-22793||Cybonet - PineApp Mail Relay Local File Inclusion。攻击者可以发送一个请求到:/manage/mailpolicymtm/log/eml_viewer/email.content.body.php?filesystem_path=ENCDODED PATH，通过这样做，攻击者可以读取服务器内的本地文件。
CVE-2022-22794||Cybonet - PineApp Mail Relay未认证的Sql注入。攻击者可以发送一个请求到:/manage/emailrichment/userlist.php?CUSTOMER_ID_INNER=1 /admin/emailrichment/userlist.php?CUSTOMER_ID_INNER=1 /manage/emailrichment/usersunlist.php?CUSTOMER_ID_INNER=1 /admin/emailrichment/usersunlist.php?CUSTOMER_ID_INNER=1，通过这样做，攻击者可以在一个行内运行远程代码执行。
CVE-2022-22795||Signiant - Manager+Agents XML External Entity (XXE) - 提取受影响机器的内部文件 攻击者可以读取所有系统文件，该产品在Linux系统上以root身份运行，在windows系统上以nt/authority身份运行，这允许他访问和提取系统上的任何文件，如passwd，shadow，hosts等。通过获得这些文件的访问权，攻击者可以从受害者的机器上窃取敏感信息。
CVE-2022-22796||Sysaid - Sysaid系统接管 - 攻击者可以通过访问以下内容绕过认证过程。/wmiwizard.jsp, 然后到:/ConcurrentLogin.jsp，然后点击登录按钮，就会在没有任何认证的情况下将你重定向到/home.jsp。
CVE-2022-22797||Sysaid - sysaid Open Redirect - 攻击者可以从 "GET "请求中改变参数 "redirectURL "的重定向链接，从url位置。/CommunitySSORedirect.jsp?redirectURLhttps://google.com。当网络应用程序接受不受信任的输入时，可能导致网络应用程序将请求重定向到不受信任的输入中包含的URL，这时就会出现无效的重定向和转发。通过修改不受信任的URL输入到一个恶意网站，攻击者可能会成功地发起一个网络钓鱼骗局并窃取用户的证书。
CVE-2022-22798||Sysaid - Pro Plus Edition, SysAid Help Desk Broken Access Control v20.4.74 b10, v22.1.20 b62, v22.1.30 b49 - 攻击者需要以访客身份登录，之后系统将其重定向至服务门户或 EndUserPortal。JSP，然后他需要将URL中的路径改为/ConcurrentLogin%2ejsp，之后他将收到一个带有登录按钮的错误信息，通过点击它，他将连接到系统仪表板。攻击者可以收到敏感数据，如服务器详细信息、用户名、工作站等。他还可以执行一些操作，如上传文件，从系统中删除调用。
CVE-2022-2280||跨站脚本（XSS） - 存储在GitHub仓库microweber/microweber 1.2.19之前。
CVE-2022-22804||A CWE-79:存在网页生成过程中输入不正确的中和（"跨站脚本"）漏洞，当用户访问包含注入的有效载荷的页面时，可能允许认证的攻击者查看数据、更改设置或影响软件的可用性。受影响的产品。EcoStruxure电力监控专家（2020年及以前版本）
CVE-2022-22805||A CWE-120: Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') 漏洞存在，当重新组装处理不当的 TLS 数据包时，可能导致远程代码执行。受影响的产品。智能连接系列。SMT系列（SMT系列ID=1015：UPS 04.5及之前），SMC系列（SMC系列ID=1018：UPS 04.2及之前），SMTL系列（SMTL系列ID=1026：UPS 02.9及之前），SCL系列（SCL系列ID=1029：UPS 02。5及之前/SCL系列ID=1030：UPS 02.5及之前/SCL系列ID=1036：UPS 02.5及之前/SCL系列ID=1037：UPS 03.1及之前），SMX系列（SMX系列ID=1031：UPS 03.1及之前）
CVE-2022-22806||A CWE-294:存在通过捕获-重放的认证绕过漏洞，当发送畸形连接时，可能导致对UPS的未认证连接。受影响的产品。智能连接系列。SMT系列（SMT系列ID=1015：UPS 04.5及之前），SMC系列（SMC系列ID=1018：UPS 04.2及之前），SMTL系列（SMTL系列ID=1026：UPS 02.9及之前），SCL系列（SCL系列ID=1029：UPS 02.5及以前版本/SCL系列ID=1030：UPS 02.5及以前版本/SCL系列ID=1036：UPS 02.5及以前版本/SCL系列ID=1037：UPS 03.1及以前版本），SMX系列（SMX系列ID=1031：UPS 03.1及以前版本）
CVE-2022-22807||A CWE-1021不当限制渲染的用户界面层或框架漏洞存在，当欺骗用户使用在iframes内渲染的网络界面时，可能导致对产品设置或用户账户的非故意修改。受影响的产品。EcoStruxure EV Charging Expert (原名EVlink Load Management System)。(HMIBSCEA53D1EDB, HMIBSCEA53D1EDS, HMIBSCEA53D1EDM, HMIBSCEA53D1EDL, HMIBSCEA53D1ESS, HMIBSCEA53D1ESM, HMIBSCEA53D1EML）（SP8（版本01）V4.0.0.13之前的所有版本）
CVE-2022-22808||A CWE-352。存在跨站请求伪造（CSRF），当基于同源策略或跨站请求伪造保护绕过进行跨域攻击时，可能导致远程攻击者获得对产品的未授权访问。受影响的产品。EcoStruxure电动车充电专家（原名EVlink负载管理系统）。(HMIBSCEA53D1EDB, HMIBSCEA53D1EDS, HMIBSCEA53D1EDM, HMIBSCEA53D1EDL, HMIBSCEA53D1ESS, HMIBSCEA53D1ESM, HMIBSCEA53D1EML）（SP8（版本01）V4.0.0.13之前的所有版本）
CVE-2022-22809||A CWE-306:存在关键功能认证缺失的漏洞，当攻击者试图修改触摸配置时，可能允许以未经授权的方式修改触摸配置。受影响的产品: spaceLYnk (V2.6.2 及以前), Wiser for KNX (原homeLYnk) (V2.6.2 及以前), fellerLYnk (V2.6.2 及以前)
CVE-2022-2281||GitLab EE中的一个信息泄露漏洞，影响到14.10.5之前的12.5、15.0.4之前的15.0和15.1.1之前的所有版本，如果组里程碑与任何项目发布相关，则允许泄露发布标题。
CVE-2022-22810||A CWE-307: 不当限制过度认证尝试的漏洞存在，可能允许攻击者在多次尝试猜测凭证后操纵管理员。受影响的产品: spaceLYnk (V2.6.2 及以前), Wiser for KNX (原homeLYnk) (V2.6.2 及以前), fellerLYnk (V2.6.2 及以前)
CVE-2022-22811||A CWE-352:存在跨站请求伪造（CSRF）漏洞，当攻击者说服用户访问流氓网站时，可能诱使用户执行非预期的操作，导致系统配置被覆盖。受影响的产品: spaceLYnk (V2.6.2 and prior), Wiser for KNX (formerly homeLYnk) (V2.6.2 and prior), fellerLYnk (V2.6.2 and prior)
CVE-2022-22812||A CWE-79:在网页生成过程中不正确的中和输入（"跨站脚本"）漏洞存在，当攻击者在目标浏览器内注入并执行任意恶意的JavaScript代码时，可能导致网络会话受损。受影响的产品: spaceLYnk (V2.6.2 及以前), Wiser for KNX (原homeLYnk) (V2.6.2 及以前), fellerLYnk (V2.6.2 及以前)
CVE-2022-22813||A CWE-798:存在使用硬编码凭证的漏洞。如果攻击者获得TLS加密密钥并主动控制Courier隧道通信网络，他们有可能观察并操纵与产品配置相关的流量。
CVE-2022-22814||3.1.2.0之前MyASUS的系统诊断服务允许权限升级。
CVE-2022-22815||9.0.0之前Pillow中path.c中的path_getbbox不适当地初始化ImagePath.Path。
CVE-2022-22816||9.0.0以前的Pillow中path.c的path_getbbox在初始化ImagePath.Path时存在缓冲区超读。
CVE-2022-22817||PIL.ImageMath.eval在9.0.0之前的Pillow中允许评估任意表达式，例如使用Python exec方法。也可以使用lambda表达式。
CVE-2022-22818||Django 2.2（2.2.27之前）、3.2（3.2.12之前）和4.0（4.0.2之前）的{% debug %}模板标签没有正确编码当前上下文。这可能导致XSS。
CVE-2022-22819 恩智浦LPC55S66JBD64、LPC55S66JBD100、LPC55S66JEV98、LPC55S69JBD64、LPC55S69JBD100和LPC55S69JEV98微控制器（ROM版本1B）在签名验证之前解析SB2更新时存在缓冲区溢出。这可能允许攻击者通过精心制作的无符号更新实现非持久的代码执行。
cve-2022-2282||**拒绝 **不要使用这个候选号码。原因是。这个CVE已经被拒绝，因为它被错误地分配。为防止意外使用，该候选编号中的所有引用和描述都已被删除。
CVE-2022-22820||由于在渲染前缺乏对媒体文件的检查，攻击者有可能通过发送特制的gif图片，在LINE for Windows 7.4之前造成消息接收者的CPU消耗异常。
CVE-2022-22821||1.6.0之前的NVIDIA NeMo在ASR WebApp中包含一个漏洞，当管理员权限可用时，./路径穿越可能导致删除任何目录。
CVE-2022-22822||addBinding in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.
CVE-2022-22823||2.4.3之前Expat（又称libexpat）中xmlparse.c的build_model有整数溢出。
CVE-2022-22824||defineAttribute in xmlparse.c in Expat (aka libexpat) before 2.4.3 有整数溢出。
CVE-2022-22825||2.4.3之前Expat（又称libexpat）中xmlparse.c的lookup有整数溢出。
CVE-2022-22826||2.4.3之前Expat（又称libexpat）中xmlparse.c的nextScaffoldPart有整数溢出。
CVE-2022-22827||2.4.3之前Expat（又称libexpat）中xmlparse.c的storeAtts有整数溢出。
CVE-2022-228||Synametrics SynaMan 5.0之前的文件下载URL的不安全直接对象引用允许远程攻击者通过修改base64编码的文件名字符串访问未共享文件。
CVE-2022-22831||在Servisnet Tessa 0.0.2发现一个问题。攻击者可以通过操纵授权HTTP头添加一个新的系统管理员用户。
CVE-2022-22832||在Servisnet Tessa 0.0.2中发现一个问题。授权数据可通过未经认证的/data-service/users/请求获得。
CVE-2022-22833||在Servisnet Tessa 0.0.2中发现一个问题。攻击者可以通过/js/app.js请求获得敏感信息。
CVE-2022-22834||在 OverIT Geocall 8.0 之前发现一个问题。一个启用了Test Trasformazione XSL功能的认证用户可以利用XSLT注入漏洞。攻击者可利用此问题实现远程代码执行。
CVE-2022-22835||在OverIT Geocall 8.0版本之前发现一个问题。启用Test Trasformazione XSL功能的认证用户可以利用XXE漏洞，从文件系统中读取任意文件。
CVE-2022-22836||727之前的CoreFTP服务器允许认证的攻击者通过HTTP PUT请求中的./进行目录穿越（用于创建文件）。
CVE-2022-22844||GitHub 存储库 vim/vim 在 9.0 之前存在基于堆的缓冲区溢出。
CVE-2022-22844||LibTIFF 4.3.0在涉及自定义标签和0x0200作为DE字段第二个字的某些情况下，tif_unix.c中的_TIFFmemcpy有越界读取。
CVE-2022-22845||QXIP SIPCAPTURE homer-app 1.4.28之前的HOMER 7.x的JWT秘钥在不同客户的安装中具有相同的167f0db2-f83e-4baa-9736-d56064a5b415。
CVE-2022-22846||通过0.9.16的Python的dnslib包没有验证DNS回复中的ID值是否与查询中的ID值匹配。
CVE-2022-22847||9.13.3之前的Formpipe Lasernet允许在客户端网络服务中包含文件（由经过验证的攻击者，或在不需要验证的配置中）。
CVE-2022-2285|||9.0之前的GitHub软件库vim/vim中存在整数溢出或环绕现象。
CVE-2022-22850||在Sourcecodtester医院的病人记录管理系统1.0中，通过room_types中的描述参数存在一个存储的跨站点脚本（XSS）漏洞。
CVE-2022-22851||在Sourcecodtester医院的病人记录管理系统1.0中，通过doctors.php中的specialization参数存在一个存储的跨站点脚本(XSS)漏洞。
CVE-2022-22852||在Sourcecodtester医院的病人记录管理系统1.0中，通过room_list中的描述参数，存在一个存储的跨站脚本(XSS)漏洞。
CVE-2022-22853||医院病历管理系统v1.0中存在一个存储的跨站脚本（XSS）漏洞，允许攻击者通过插入姓名字段的精心制作的有效载荷执行任意网页脚本或HTML。
CVE-2022-22854||医院病历管理系统v1.0版hprms/admin/?page=user/list中存在访问控制问题，允许攻击者通过访问和编辑用户列表来提升权限。
