CVE-2021-22400||部分华为智能手机由于缺乏参数验证，存在输入验证不足的漏洞。攻击者可能欺骗用户安装一个恶意的APP。该应用程序可以修改特定参数，导致系统崩溃。Affected product include:OxfordS-AN00A 10.0.1.10(C00E10R1P1),10.0.1.105(C00E103R3P3),10.0.1.115(C00E110R3P3),10.0.1.123(C00E121R3P3),10.0.1.135(C00E130R3P3),10.0.1.135(C00E130R4P1),10.0.1.152(C00E140R4P1),10.0.1.160(C00E160R4P1),10.0.1.167(C00E166R4P1),10.0.1.173(C00E172R5P1),10.0.1.178(C00E175R5P1) and 10.1.0.202(C00E79R5P1).
CVE-2021-2343）Oracle电子商务套件的Oracle工作流产品（组件：工作流通知发送器）中存在漏洞。受影响的支持版本是12.1.3和12.2.3-12.2.10。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP入侵Oracle工作流。对该漏洞的成功攻击可导致对Oracle Workflow可访问数据子集的未授权读取访问。CVSS 3.1基本得分4.3（保密性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N) 。
CVE-2021-23430||所有版本的软件包startserver由于缺少消毒处理，容易受到目录遍历的影响。
CVE-2021-23431||2.3.2之前的软件包joplin由于缺少各种形式的CSRF检查，容易受到跨站请求伪造（CSRF）的攻击。
CVE-2021-23432||这影响到软件包mootools的所有版本。这是由于能够将不受信任的输入传递给Object.merge()。
CVE-2021-23433||3.6.2 之前的软件包 algoliasearch-helper 容易受到原型污染，原因是在 src/SearchParameters/index.jsSearchParameters._parseNumbers 中使用了 merge 函数，而对原型属性没有任何保护。注意，只有在实现允许用户定义任意搜索模式时，该漏洞才可被利用。
CVE-2021-23434||这影响到0.11.6之前的包object-path。当路径参数中使用的路径组件是数组时，一个类型混乱的漏洞可导致CVE-2020-15256的绕过。特别是，如果currentPath是['__proto__']，条件currentPath === '__proto__'返回false。这是因为当操作数的类型不同时，===操作数总是返回false。
CVE-2021-23435||这影响到2.5.0之前的软件包清除。当用户能够设置session[:return_to]的值时，该漏洞就可能出现。如果用于return_to的值包含多个前导斜线（/////example.com），用户最终会被重定向到斜线之后的外部域（http://example.com）。
CVE-2021-23436||这影响到9.0.6之前的软件包immer。当用户提供的路径参数中使用的键是数组时，一个类型混淆的漏洞可能导致CVE-2020-28477的绕过。特别是，这种绕过是可能的，因为 applyPatches_ 中的条件 (p === "__proto__" || p === "constructor") 如果 p 是 ['__proto__'] (或 ['constructor']) 则返回 false。如果操作数的类型不同，===操作数（严格平等操作数）会返回错误。
CVE-2021-23437||包枕5.2.0和8.3.2之前存在通过getrgb函数实现正则表达式拒绝服务（ReDoS）的风险。
CVE-2021-23438||这影响到0.8.4之前的软件包mpath。一个类型混淆的漏洞可导致绕过CVE-2018-16490。特别是，条件ignoreProperties.indexOf(parts[i]) !==-1如果parts[i]是['__proto__']，则返回-1。这是因为如果输入是一个数组，被调用的方法是Array.prototype.indexOf()而不是String.prototype.indexOf()。根据输入的类型，它们的行为是不同的。
CVE-2021-23439||这影响到4.2.0之前的软件包file-upload-with-preview。一个名称中包含恶意JavaScript代码的文件可以被上传（用户需要被诱导上传这样的文件）。
CVE-2021-2344||Oracle Fusion Middleware的Oracle Coherence产品（组件：Core）存在漏洞。受影响的支持版本有3.7.1.0、12.1.3.0.0、12.2.1.3.0、12.2.1.4.0和14.1.1.0.0。容易被利用的漏洞允许未认证的攻击者通过T3、IIOP进行网络访问，从而控制Oracle Coherence。对该漏洞的成功攻击可导致未经授权的能力，导致Oracle Coherence的挂起或经常重复崩溃（完全DOS）。CVSS 3.1基础得分7.5（可用性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)。
CVE-2021-23440|||这影响到<2.0.1之前的软件包设置值，>=3.0.0<4.0.1。当路径参数中使用的用户提供的键为数组时，类型混淆漏洞可导致CVE-2019-10747的绕过。
CVE-2021-23441||**拒绝 **不要使用这个候选号码。咨询ID：无。原因是。该候选人已被其CNA撤回。进一步的调查显示，这不是一个安全问题。备注：无。
CVE-2021-23442|||这影响到包@cookiex/deep的所有版本。全局proto对象可被使用__proto__对象污染。
CVE-2021-23443||这影响到5.3.2之前的包edge.js。当要渲染的输入是一个数组（而不是字符串或SafeValue）时，即使使用了{{ }}，也可利用类型混淆漏洞绕过输入消毒。
CVE-2021-23444||这影响到3.4.2之前的jointjs包。在setByPath函数中，当用户提供的路径参数中使用的键是数组时，类型混淆漏洞可能导致CVE-2020-28480的绕过。
CVE-2021-23445||这影响到1.11.3之前的软件包datatables.net。如果一个数组被传递给HTML转义实体函数，它的内容将不会被转义。
CVE-2021-23446||10.0.0之前的软件包handsontable；0和10.0.0之前的软件包handsontable在Handsontable.helper.isNumeric函数中存在正则表达式拒绝服务（ReDoS）漏洞。
CVE-2021-23447|||这影响到0.5.9之前的软件包teddy。当模型内容为数组（而非字符串）时，类型混淆漏洞可被用于绕过输入消毒。
CVE-2021-23448||所有版本的软件包config-handler在加载配置文件时存在原型污染的漏洞。
CVE-2021-23449||这影响到3.9.4之前的软件包vm2，通过原型污染攻击向量，可导致在主机上执行任意代码。
CVE-2021-2345||Oracle Commerce的Oracle Commerce Guided Search / Oracle Commerce Experience Manager产品中存在漏洞（组件：工具和框架）。受影响的支持版本是11.3.1.5。容易被利用的漏洞允许通过HTTP访问网络的低权限攻击者破坏Oracle Commerce Guided Search / Oracle Commerce Experience Manager。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle Commerce Guided Search / Oracle Commerce Experience Manager中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对部分Oracle Commerce Guided Search / Oracle Commerce Experience Manager可访问数据的未授权更新、插入或删除访问，以及对Oracle Commerce Guided Search / Oracle Commerce Experience Manager可访问数据子集的未授权读取访问。CVSS 3.1基础得分5.4（保密性和完整性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N).
CVE-2021-23450||所有版本的软件包dojo都存在通过setObject函数进行原型污染的问题。
CVE-2021-23451||3.0.0之前的软件包otp-generator由于不安全地生成随机一次性密码，容易受到不安全随机性的影响，这可能允许暴力攻击。
CVE-2021-23452||这影响到软件包x-assign的所有版本。全局proto对象可能被使用__proto__对象污染。
CVE-2021-2346||在Oracle Commerce的Oracle Commerce Guided Search / Oracle Commerce Experience Manager产品中存在漏洞（组件：工具和框架）。受影响的支持版本是11.3.1.5。容易被利用的漏洞允许通过HTTP访问网络的低权限攻击者破坏Oracle Commerce Guided Search / Oracle Commerce Experience Manager。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle Commerce Guided Search / Oracle Commerce Experience Manager中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对部分Oracle Commerce Guided Search / Oracle Commerce Experience Manager可访问数据的未授权更新、插入或删除访问，以及对Oracle Commerce Guided Search / Oracle Commerce Experience Manager可访问数据子集的未授权读取访问。CVSS 3.1基础得分5.4（保密性和完整性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N).
CVE-2021-23460||3.8.1之前的软件包min-dash由于缺少对关键类型的执行，容易受到通过set方法进行的原型污染。
CVE-2021-23463||1.4.198及2.0.202之前的软件包com.h2database:h2存在通过org.h2.jdbc.JdbcSQLXML类对象注入XML外部实体（XXE）的漏洞，当它从org.h2.jdbc.JdbcResultSet.getSQLXML（）方法接收解析的字符串数据。如果它执行getSource()方法时的参数是DOMSource.class，就会触发该漏洞。
CVE-2021-2347||Oracle Hyperion基础设施技术产品（组件：生命周期管理）中存在漏洞。受影响的支持版本是11.2.5.0。容易被利用的漏洞允许有网络权限的高权限攻击者通过HTTP访问Hyperion基础设施技术。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Hyperion基础设施技术可访问数据的完全访问，以及对某些Hyperion基础设施技术可访问数据的未授权更新、插入或删除。CVSS 3.1基础得分5.2（保密性和完整性影响）。CVSS矢量：（CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:N）。
CVE-2021-23470|||这影响到3.8.0之前的软件包putil-merge。merge()函数没有检查传入参数的值。攻击者可以通过调整包括构造器属性的值来提供一个恶意的值。注意：该漏洞源于https://security.snyk.io/vuln/SNYK-JS-PUTILMERGE-1317077 中的一个不完整修复。
CVE-2021-23472||这影响到软件包bootstrap-table的1.19.1之前的版本。当提供给escapeHTML函数的输入是一个数组（而不是字符串）时，即使设置了escape属性，类型混淆的漏洞也会导致绕过输入消毒。
CVE-2021-2348||在Oracle Commerce的Oracle Commerce Guided Search / Oracle Commerce Experience Manager产品（组件：工具和框架）存在漏洞。受影响的支持版本是11.3.1.5。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP入侵Oracle Commerce Guided Search / Oracle Commerce Experience Manager。对该漏洞的成功攻击可导致对Oracle Commerce Guided Search / Oracle Commerce Experience Manager可访问数据子集的未授权读取访问。CVSS 3.1基础得分4.3（保密性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N) 。
CVE-2021-23484||0.3.5之前的zip-local软件包存在通过档案提取（Zip Slip）任意写入文件的漏洞，这可能导致在预定提取目录之外提取手工制作的文件。
Oracle Essbase的Hyperion Essbase管理服务产品（组件：EAS Console）存在漏洞。受影响的支持版本为11.1.2.4和21.2。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Hyperion Essbase管理服务。虽然该漏洞存在于Hyperion Essbase管理服务中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对关键数据的未授权访问或对所有Hyperion Essbase Administration Services可访问数据的完全访问。CVSS 3.1基础得分8.6（保密性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N) 。
CVE-2021-23490||2.0.0之前的软件包parse-link-header存在通过checkHeader函数实现正则表达式拒绝服务（ReDoS）的风险。
CVE-2021-23495||6.3.16之前的软件包karma由于缺少对return_url查询参数的验证，容易发生开放重定向。
CVE-2021-23497||这影响到1.0.2之前的软件包@strikeentco/set。它允许攻击者造成拒绝服务，并可能导致远程代码执行。**注意：**该漏洞源于https://security.snyk.io/vuln/SNYK-JS-STRIKEENTCOSET-1038821 中的一个不完整修复。
CVE-2021-2350||Oracle Essbase的Hyperion Essbase管理服务产品（组件：EAS Console）存在漏洞。受影响的支持版本是11.1.2.4和21.2。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Hyperion Essbase管理服务。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Hyperion Essbase管理服务可访问数据的完全访问。CVSS 3.1基础得分7.5（保密性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N) 。
CVE-2021-23507||1.0.2之前的软件包object-path-set容易受到通过setPath方法的Prototype污染，因为它允许攻击者将对象原型合并到它。*注意：*该漏洞源于https://security.snyk.io/vuln/SNYK-JS-OBJECTPATHSET-607908 中的一个不完整修复。
CVE-2021-23509||这影响到3.0.0之前的软件包json-ptr。当指针参数中使用的用户提供的键是数组时，类型混淆漏洞可导致CVE-2020-7766的绕过。
CVE-2021-2351||Oracle数据库服务器的高级网络选项组件中存在漏洞。受影响的支持版本为12.1.0.2、12.2.0.1和19c。难以利用的漏洞允许未认证的攻击者通过Oracle Net进行网络访问，从而破坏高级网络选项。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在高级网络选项中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对高级网络选项的接管。注意：2021年7月的关键补丁更新引入了一些本地网络加密的变化，以处理漏洞CVE-2021-2351，并防止使用较弱的密码器。客户应查看。"2021年7月关键补丁更新对本地网络加密的改变"（文件ID 2791571.1）。CVSS 3.1基础得分8.3（机密性、完整性和可用性影响）。CVSS向量：（CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2021-23514||这影响到0.3+4之前的软件包Crow。有可能穿越目录从服务器上获取任意文件。
CVE-2021-23518||1.1.0之前的软件包cached-path-relative容易受到Prototype Pollution的影响，该漏洞通过cachedPathRelative函数中设置为{}而不是Object.create(null)的缓存变量，当该对象被用于创建缓存的相对路径时，允许访问父原型属性。当使用起源路径作为__proto__时，对象的属性被访问，而不是路径。**注意：**该漏洞源于https://security.snyk.io/vuln/SNYK-JS-CACHEDPATHRELATIVE-72573 中的一个不完整修复。
