CVE-2019-19220||BMC Control-M/Agent 7.0.00.000允许操作系统命令注入（问题2）。
CVE-2019-20046||Synergy Systems & Solutions PLC & RTU系统在HUSKY RTU 6049-E70固件5.0及之前版本中存在漏洞。受影响的产品不需要充分的认证，这可能允许攻击者读取敏感信息或执行任意代码。这是一个与CVE-2019-16879和CVE-2019-20045不同的问题。
CVE-2019-20047|||在阿尔卡特朗讯OmniVista 4760设备以及4.1.2之前的8770设备上发现一个问题。不正确的Web服务器配置允许远程未认证的攻击者检索其自身会话文件的内容。每个会话文件包含以可逆格式编码的管理LDAP凭证。会话存储在/sessions/sess_<sessionid>。
CVE-2019-20048|||在4.1.2之前的阿尔卡特朗讯OmniVista 8770设备上发现一个问题。经过验证的远程攻击者，在389端口的Web Directory组件中拥有较高的权限，可以上传PHP文件，实现SYSTEM的远程代码执行。
CVE-2019-20049||在阿尔卡特朗讯OmniVista 4760设备上发现一个问题。远程未认证的攻击者可以将目录遍历（有助于绕过认证）与不安全的文件上传联系起来，以SYSTEM身份实现远程代码执行。目录穿越是在__construct()中，而不安全的文件上传是在SetSkinImages()中。
CVE-2019-2005|||在GrantPermissionsActivity.java的onPermissionGrantResult中，由于缺少权限检查，可能存在错误的权限授予。这可能导致锁定设备上的本地权限升级，而不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-8.0 Android-8.1 Android-9Android ID: A-68777217
CVE-2019-20050||Pandora FMS = 7.42存在一个远程代码执行漏洞。为了利用该漏洞，一个有身份的用户应该在文件管理器中创建一个名称为 "棘手 "的新文件夹。当主机系统上的php-fileinfo扩展被禁用时，该漏洞有效。攻击者必须在内容类型中包含 shell 元字符。
CVE-2019-20051||在UPX 3.95的p_lx_elf.cpp的PackLinuxElf::elf_hash中发现一个浮点异常。该漏洞导致应用程序崩溃，从而导致拒绝服务。
CVE-2019-20052||在matio 1.5.17中mat.c的Mat_VarCalloc中发现内存泄漏，因为SafeMulDims没有考虑rank==0情况。
CVE-2019-20053||在UPX 3.95中p_mach.cpp的canUnpack函数中，通过精心制作的Mach-O文件发现无效的内存地址解除引用。
CVE-2019-20054||在5.0.6之前的Linux内核中，fs/proc/proc_sysctl.c中的drop_sysctl_table()存在一个NULL指针解除引用，与put_links有关，又称CID-23da9588037e。
CVE-2019-20055||LuquidPixels LiquiFire OS 4.8.0允许通过call%3Durl子串后面的方括号中的URL进行SSRF。
CVE-2019-20056||stb_image.h（又名stb图像加载器）2.23，用于libsixel和其他产品，在stbi__shiftsigned中存在断言失败。
CVE-2019-20057||com.proxyman.NSProxy.HelperTool in Privileged Helper Tool for macOS 1.11.0 and earlier allows an attacker to change the System Proxy and redirect all traffic to an attacker controled computer, enabling MITM attacks.
CVE-2019-20058||**DISPUTED ** Bolt 3.7.0，如果使用Symfony Web Profiler，允许XSS，因为在_profiler页面上显示未经消毒的search?search=输入。注意：这是有争议的，因为剖析从未打算在生产中使用。这与CVE-2018-12040有关。
CVE-2019-20059||payment_manage.ajax.php和MFScripts YetiShare 3.5.2至4.5.4中的各种*_manage.ajax.php直接将sSortDir_0参数的值插入SQL字符串。这使得攻击者可以注入他们自己的SQL并操纵查询，通常是从数据库中提取数据，又称SQL注入。注意：这个问题的存在是因为CVE-2019-19732的修复不完整。
CVE-2019-2006||在HalDeathHandlerHidl.cpp的serviceDied中，由于free后使用，可能存在内存损坏。这可能导致音频服务器的本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-9Android ID: A-116665972
CVE-2019-20060||MFScripts YetiShare v3.5.2至v4.5.4将敏感信息放在Referer header中。如果这个信息泄露，那么第三方可能会发现密码重置哈希值、文件删除链接或其他敏感信息。
CVE-2019-20061||MFScripts YetiShare v3.5.2至v4.5.4中的用户介绍邮件，如果该邮件以明文形式发送，可能会泄露（系统挑选的）密码。换句话说，用户不允许选择自己的初始密码。
CVE-2019-20062||MFScripts YetiShare v3.5.2至v4.5.4可能允许攻击者通过使用泄漏的哈希值（哈希值在使用前不会过期）重置密码。
CVE-2019-20063||0.8之前libmysofa中的hdf/dataobject.c有一个未初始化的内存使用，正如mysofa2json所展示的。
CVE-2019-2007|||在FifoControllerBase.cpp的getReadIndex和getWriteIndex中，由于整数溢出，可能存在越界写入的情况。这可能导致音频服务器的本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-8.1 Android-9Android ID: A-120789744
CVE-2019-20070|||在Netis DL4323设备上，通过form2url.cgi的urlFQDN参数（又称URL Blocking Configuration的Keyword字段）存在XSS。
CVE-2019-20071||在Netis DL4323设备上，通过form2logaction.cgi存在CSRF，以删除所有日志。
CVE-2019-20072||在Netis DL4323设备上，通过form2Ddns.cgi主机名参数（动态DNS配置）存在XSS。
CVE-2019-20073||在Netis DL4323设备上，通过form2userconfig.cgi用户名参数（用户账户配置）存在XSS。
CVE-2019-20074||在Netis DL4323设备上，任何用户角色都可以通过form2saveConf.cgi页面查看敏感信息，如用户密码或FTP密码。
CVE-2019-20075|||在Netis DL4323设备上，pingrtt_v6.html有XSS（Ping6诊断）。
CVE-2019-20076||在Netis DL4323设备上，通过form2Ddns.cgi用户名参数（动态DNS配置的DynDns设置）存在XSS。
CVE-2019-20077|| Typesetter CMS 5.1的注销功能受CSRF漏洞影响。管理面板的注销功能没有受到任何CSRF令牌的保护。攻击者可以利用这一漏洞注销用户。
CVE-2019-20079||8.1.2136之前的Vim中window.c的autocmd功能会访问释放的内存。
CVE-2019-2008||在AudioFlinger.cpp的createEffect中，由于存在竞赛条件，可能存在内存损坏。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。AndroidVersions:Android-8.0 Android-8.1 Android-9Android ID: A-122309228
CVE-2019-20082||华硕RT-N53 3.0.0.4.376.3754设备通过Advanced_LAN_Content.asp的长lan_dns1_x或lan_dns2_x参数出现缓冲区溢出。
CVE-2019-20085||TVT NVMS-1000设备允许GET /。目录遍历
CVE-2019-20086||GoPro GPMF-parser 1.2.3在GPMF_Next in GPMF_parser.c中存在基于堆的缓冲区超读。
CVE-2019-20087||GoPro GPMF-parser 1.2.3在GPMF-parse.c的GPMF_seekToSamples的 "匹配标签 "功能中存在基于堆的缓冲区超读。
CVE-2019-20088||GoPro GPMF-parser 1.2.3在GPMF_mp4reader.c的GetPayload中存在基于堆的缓冲区超读。
CVE-2019-20089||GoPro GPMF-parser 1.2.3在GPMF_parse.c的GPMF_SeekToSamples中存在基于堆的缓冲区过度读取，用于计算大小。
CVE-2019-2009||在l2c_fcr.cc的l2c_lcc_proc_pdu中，由于缺少边界检查，可能存在越界写入。这可能导致通过蓝牙远程执行代码，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120665616
CVE-2019-20090||在Bento4 1.5.1.0中发现一个问题。当从Ap4LinearReader.cpp调用Core/Ap4Sample.h中的AP4_Sample::GetOffset时，存在免费使用后的情况。
CVE-2019-20091||在Bento4 1.5.1.0中发现一个问题。当从Ap4DecoderConfigDescriptor::GetDecoderSpecificInfoDescriptor中的Ap4_Descriptor.cpp调用时，在mp42ts中存在一个NULL指针解除引用。
CVE-2019-20092||在Bento4 1.5.1.0中发现一个问题。当从Ap4EsDescriptor.cpp中的AP4_EsDescriptor::GetDecoderConfigDescriptor调用时，在mp42ts中存在一个NULL指针解除引用。
CVE-2019-20093||PoDoFo::PdfVariant::DelayedLoad函数在PoDoFo 0.9.6的PdfVariant.h中允许远程攻击者通过精心制作的文件造成拒绝服务（NULL指针解除引用），因为ImageExtractor.cpp。
CVE-2019-20094||在libsixel 1.8.4中发现一个问题。在fromgif.c的函数gif_init_frame中存在基于堆的缓冲区溢出。
CVE-2019-20095||Linux内核5.1.6之前的drivers/net/wireless/marvell/mwifiex/cfg80211.c中的mwifiex_tm_cmd有一些错误处理情况，没有释放分配的hostcmd内存，又称CID-003b686ace82。这将导致内存泄漏和拒绝服务。
CVE-2019-20096|||在5.1之前的Linux内核中，net/dccp/feat.c中的__feat_register_sp()存在内存泄漏，可能导致拒绝服务，又名CID-1d3ff0950e2b。
CVE-2019-20097||Bitbucket Server和Bitbucket Data Center版本从5.16.11之前的1.0.0开始，从6.0.11之前的6.0.0版本开始，从6.1.9之前的6.1.0版本开始，从6.2.7之前的6.2.0版本开始，从6.3.6之前的6.3.0版本开始，从6。4.0之前的6.4.4，6.5.3之前的6.5.0，6.6.3之前的6.6.0，6.7.3之前的6.7.0，6.8.2之前的6.8.0，6.9.1之前的6.9.0版本都存在通过接收后钩的远程代码执行漏洞。远程攻击者如果有权限在受害者的Bitbucket服务器或Bitbucket数据中心实例上克隆和推送文件，就可以利用这个漏洞在Bitbucket服务器或Bitbucket数据中心系统上执行任意命令，使用特制内容的文件。
CVE-2019-20098||版本8.7.0之前的Atlassian Jira Server和Data Center中的VerifySmtpServerConnection！add.jspa组件存在跨站请求伪造（CSRF）漏洞。攻击者可以通过欺骗管理用户进行恶意的HTTP请求来利用这一点，允许攻击者列举Jira服务器所在的内部网络上的主机和开放端口。
CVE-2019-20099||版本8.7.0之前的Atlassian Jira Server和Data Center中的VerifyPopServerConnection!add.jspa组件存在跨站请求伪造（CSRF）漏洞。攻击者可以通过欺骗管理用户进行恶意的HTTP请求来利用这一点，允许攻击者列举Jira服务器所在的内部网络上的主机和开放端口。
CVE-2019-2010||在phNxpNciHal_process_ext_rsp的phNxpNciHal_ext.cc中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-118152591
CVE-2019-20100||Atlassian Application Links插件存在跨站请求伪造（CSRF）漏洞。以下版本受到影响：5.4.21之前的所有版本、6.0.12之前的6.0.0版本、6.1.2之前的6.1.0版本、7.0.2之前的7.0.0版本以及7.1.3之前的7.1.0版本。在8.7.0版本之前，Atlassian Jira服务器和数据中心都使用了这个有漏洞的插件。攻击者可以通过欺骗管理用户进行恶意的HTTP请求来利用这一点，允许攻击者列举Jira服务器所在的内部网络的主机和开放端口。
CVE-2019-20101||受影响版本的Atlassian Jira服务器和数据中心允许匿名远程攻击者通过/rest/whitelist/<version>/check端点中的破损访问控制漏洞查看白名单规则。受影响的版本是8.13.3之前的版本，以及8.14.1之前的8.14.0版本。
CVE-2019-20102||Atlassian Confluence Server中6.14.0至6.14.3版以及6.15.5版之前的附件上传功能允许远程攻击者通过修改了`mimeType`参数的恶意附件实现存储跨站脚本（SXSS）。
CVE-2019-20104||版本3.6.2之前和版本3.7.1之前的Atlassian Crowd中的OpenID客户端应用程序允许远程攻击者通过XML实体扩展漏洞执行拒绝服务攻击。
CVE-2019-20105||版本5.4.20之前的Atlassian Application Links插件中的EditApplinkServlet资源，从版本6.0.12之前的版本6.0.0，从版本6.1.2之前的版本6.1.0，从版本7.0.1之前的版本7.1.0，以及从版本7。1.3版本允许获得管理员会话权限的远程攻击者在支持 "WebSudo "的产品中通过不适当的访问控制漏洞访问EditApplinkServlet资源，而不需要重新认证来通过 "WebSudo"。
CVE-2019-20106||版本7.13.12之前、版本8.5.4之前的8.0.0以及版本8.6.1之前的8.6.0的Atlassian Jira Server和Data Center中的Comment属性允许远程攻击者通过破损的访问控制漏洞对其没有评论权限的票据进行评论。
CVE-2019-20107||TestLink在1.9.19之前存在多个SQL注入漏洞，允许远程认证用户通过keywordsView.php的(1)tproject_id参数；reqSpecCompareRevisions.php的(2)req_spec_id参数；reqCompareVersions的(3)requirement_id参数执行任意SQL指令。php；(4) build_id参数到planUpdateTC.php；(5) tplan_id参数到newest_tcversions.php；(6) tplan_id参数到tcCreatedPerUserGUI.php；(7) tcase_id参数到tcAssign2Tplan.php；或(8) testcase_id参数到tcCompareVersions.php。认证通常很容易实现：在默认配置下，任何人都可以创建一个可以执行这种攻击的访客账户。
CVE-2019-2011||在Parcel.cpp的readNullableNativeHandleNoDup中，由于缺少边界检查，有可能出现越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-8.0 Android-8.1 Android-9Android ID: A-120084106
CVE-2019-2012||在rw_t3t.cc的rw_t3t_act_handle_fmt_rsp中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120497437
CVE-2019-2013|||在rw_t3t.cc的rw_t3t_act_handle_sro_rsp中，由于缺少边界检查，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120497583
