CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-2821||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：富文本编辑器）中存在漏洞。受影响的支持版本为8.54、8.55和8.56。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在PeopleSoft Enterprise PeopleTools中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除访问，以及对PeopleSoft Enterprise PeopleTools可访问数据的子集进行未经授权的读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-2822||Oracle Sun Systems Products Suite 的 Solaris Cluster 组件（子组件：Cluster Geo）中存在漏洞。受影响的支持版本为4.3。容易被利用的漏洞允许登录到Solaris Cluster执行的基础设施的低权限攻击者损害Solaris Cluster。成功攻击该漏洞可导致未经授权访问关键数据或完全访问所有Solaris Cluster可访问的数据，以及未经授权更新、插入或删除某些Solaris Cluster可访问的数据，以及未经授权造成Solaris Cluster的部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分6.6（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L）。
CVE-2018-2823||Oracle供应链产品套件的Oracle运输管理组件（子组件：数据库）中存在漏洞。受影响的支持版本为6.4.3。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP来破坏Oracle运输管理。对该漏洞的成功攻击可导致对关键数据或所有Oracle运输管理可访问数据的未授权创建、删除或修改访问。CVSS 3.0基础得分6.5（完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N）。
CVE-2018-2824||在Oracle Hospitality Applications的Oracle Hospitality Simphony组件（子组件：企业管理控制台）中存在漏洞。受影响的支持版本为2.8、2.9和2.10。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP来破坏Oracle Hospitality Simphony。虽然该漏洞存在于Oracle Hospitality Simphony中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对关键数据的未授权访问或对所有Oracle Hospitality Simphony可访问数据的完全访问。CVSS 3.0基础得分7.7（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N）。
CVE-2018-2825||Oracle Java SE的Java SE组件（子组件：库）中存在漏洞。受影响的支持版本是Java SE：10.难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，以损害Java SE。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击会导致对Java SE的接管。注意：该漏洞适用于Java部署，通常是在运行沙盒化的Java Web Start应用程序或沙盒化的Java小程序的客户端，加载和运行不受信任的代码（例如，来自互联网的代码），并依靠Java沙盒的安全性。该漏洞不适用于通常在服务器中的Java部署，这些部署只加载和运行受信任的代码（例如，由管理员安装的代码）。CVSS 3.0基础得分8.3（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2826||Oracle Java SE的Java SE组件（子组件：库）中存在漏洞。受影响的支持版本是Java SE：10.难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，以损害Java SE。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击会导致对Java SE的接管。注意：该漏洞适用于Java部署，通常是在运行沙盒化的Java Web Start应用程序或沙盒化的Java小程序的客户端，加载和运行不受信任的代码（例如，来自互联网的代码），并依靠Java沙盒的安全性。该漏洞不适用于通常在服务器中的Java部署，这些部署只加载和运行受信任的代码（例如，由管理员安装的代码）。CVSS 3.0基础得分8.3（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2827||Oracle Hospitality Applications的Oracle Hospitality Suite8组件（子组件：Profile）中存在漏洞。受影响的支持版本是8.x。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP来破坏Oracle Hospitality Suite8。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击会导致未经授权访问关键数据或完全访问所有Oracle Hospitality Suite8的可访问数据，以及未经授权更新，插入或删除一些Oracle Hospitality Suite8的可访问数据，以及未经授权导致Oracle Hospitality Suite8挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分7.6（机密性、完整性和可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:H)。
CVE-2018-2828||Oracle Fusion Middleware的Oracle WebCenter Content组件（子组件：内容服务器）中存在漏洞。受影响的支持版本为11.1.1.9.0、12.2.1.2.0和12.2.1.3.0。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP来破坏Oracle WebCenter内容。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle WebCenter Content中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致未经授权访问关键数据或完全访问所有Oracle WebCenter Content可访问的数据，以及未经授权更新、插入或删除一些Oracle WebCenter Content可访问的数据，以及未经授权造成Oracle WebCenter Content部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:L）。
CVE-2018-2829||在Oracle Hospitality Applications的Oracle Hospitality Simphony组件（子组件：企业管理控制台）中存在漏洞。受影响的支持版本为2.10。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle Hospitality Simphony。对该漏洞的成功攻击可导致未经授权访问关键数据或完全访问所有Oracle Hospitality Simphony可访问的数据，以及未经授权更新、插入或删除一些Oracle Hospitality Simphony可访问的数据，以及未经授权造成Oracle Hospitality Simphony部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分8.6（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L）。
CVE-2018-2830||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2831||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能会导致对Oracle VM VirtualBox可访问数据子集的未经授权的读取访问。CVSS 3.0基础得分3.8（保密性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N）。
CVE-2018-2832||Oracle GoldenGate组件中的漏洞。受影响的支持版本为12.2.0.1。容易被利用的漏洞，允许未认证的攻击者通过HTTP的网络访问，控制Oracle GoldenGate。虽然该漏洞出现在Oracle GoldenGate中，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Oracle GoldenGate可访问数据的完全访问。CVSS 3.0基础得分8.6（保密性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N) 。
CVE-2018-2833||在Oracle Hospitality Applications的Oracle Hospitality Simphony组件（子组件：企业管理控制台）中存在漏洞。受影响的支持版本为2.7、2.8、2.9和2.10。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP来破坏Oracle Hospitality Simphony。对该漏洞的成功攻击会导致对关键数据或所有Oracle Hospitality Simphony可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Oracle Hospitality Simphony可访问数据的完全访问。CVSS 3.0基础得分8.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-2834||Oracle Fusion Middleware的Oracle Data Visualization Desktop组件（子组件：安全）中存在漏洞。受影响的支持版本为12.2.4.1.1。容易被利用的漏洞允许未经认证的攻击者登录到执行Oracle数据可视化桌面的基础设施，从而破坏Oracle数据可视化桌面。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle数据可视化桌面中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对关键数据或所有Oracle Data Visualization Desktop可访问数据的未经授权的创建、删除或修改访问，以及对Oracle Data Visualization Desktop可访问数据子集的未经授权的读取访问，以及导致Oracle Data Visualization Desktop挂起或经常重复崩溃（完全DOS）的未经授权的能力。注意：请参考文件ID <a href="http://support.oracle.com/CSP/main/article?cmd=show&type=NOT&id=2384640.1">我的Oracle支持说明2384640.1，了解如何解决这个问题。CVSS 3.0基础得分8.5（机密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:H）。
CVE-2018-2835||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2836||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2837||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2838||在Oracle PeopleSoft产品的PeopleSoft Enterprise PRTL Interaction Hub组件（子组件：EPPCM_HIER_TOP）存在漏洞。受影响的支持版本是9.1。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问损害PeopleSoft Enterprise PRTL Interaction Hub。成功的攻击需要攻击者以外的人的互动，虽然该漏洞在PeopleSoft Enterprise PRTL Interaction Hub中，但攻击可能对其他产品产生重大影响。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PRTL Interaction Hub的部分可访问数据进行未经授权的更新、插入或删除，以及对PeopleSoft Enterprise PRTL Interaction Hub的部分可访问数据进行未经授权的读取。CVSS 3.0基础得分6.1（机密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-2839||Oracle MySQL的MySQL Server组件中存在漏洞（子组件：Server: DML）。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2840||在Oracle Retail Applications的Oracle Retail Xstore Point of Service组件（子组件：Xstore Office）存在漏洞。受影响的支持版本为6.5.11、7.0.6、7.1.6、15.0.1和16.0.2。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle Retail Xstore的服务点。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Oracle Retail Xstore服务点可访问数据的完全访问，以及对一些Oracle Retail Xstore服务点可访问数据的未授权更新、插入或删除访问，以及对Oracle Retail Xstore服务点造成部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分7.6（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L）。
CVE-2018-2841||Oracle数据库服务器的Java VM组件中存在漏洞。受影响的支持版本为11.2.0.4、12.1.0.2和12.2.0.1。难以利用的漏洞允许拥有创建会话、创建程序权限的低权限攻击者通过多种协议进行网络访问，从而破坏Java VM。虽然该漏洞是在Java VM中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Java VM的接管。CVSS 3.0基础得分8.5（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H）。
CVE-2018-2842||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.1.36之前和5.2.10之前。容易被利用的漏洞允许低权限攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.8（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H）。
